order_id,customer_id,order_date,region,product_id,sales,quantity,discount,shipping_cost,tax,profit,order_status,age,segment,income_level,category,sub_category
ORDER-325,CUST-18,2024-06-16 16:12:58.378378380,North,PROD-57,102.72,5,0.03,18.38,15.54,21.28,Delivered,35,Corporate,Medium,Furniture,Bookcases
ORDER-326,CUST-198,2024-06-17 04:38:11.891891892,West,PROD-30,442.0,4,0.39,15.35,4.62,99.53,Delivered,33,Home Office,Low,Furniture,Tables
ORDER-327,CUST-72,2024-06-17 17:03:25.405405406,East,PROD-70,481.04,6,0.14,23.51,14.33,60.14,Delivered,54,Consumer,Medium,Furniture,Bookcases
ORDER-328,CUST-90,2024-06-18 05:28:38.918918920,West,PROD-28,238.08,6,0.22,15.82,18.64,113.36,Delivered,20,Consumer,Medium,Technology,Copiers
ORDER-329,CUST-165,2024-06-18 17:53:52.432432434,North,PROD-97,440.75,3,0.34,35.26,40.94,141.92,Delivered,33,Consumer,Medium,Technology,Copiers
ORDER-330,CUST-131,2024-06-19 06:19:05.945945946,East,PROD-100,12.52,9,0.17,42.17,4.22,108.53,Delivered,32,Consumer,High,Technology,Phones
ORDER-331,CUST-103,2024-06-19 18:44:19.459459460,East,PROD-8,411.77,7,0.03,35.29,5.07,70.76,Shipped,43,Consumer,Medium,Technology,Phones
ORDER-332,CUST-174,2024-06-20 07:09:32.972972974,East,PROD-18,122.03,1,0.19,42.1,7.32,48.67,Delivered,43,Consumer,Medium,Office Supplies,Binders
ORDER-333,CUST-138,2024-06-20 19:34:46.486486488,North,PROD-65,455.26,7,0.47,22.86,11.36,-41.99,Delivered,68,Corporate,Medium,Office Supplies,Paper
ORDER-334,CUST-85,2024-06-21 08:00:00.000000000,South,PROD-38,10.55,5,0.32,12.03,0.39,146.86,Shipped,20,Consumer,Medium,Technology,Accessories
ORDER-335,CUST-8,2024-06-21 20:25:13.513513514,South,PROD-30,282.53,5,0.34,38.21,26.34,26.7,Delivered,57,Home Office,Low,Furniture,Tables
ORDER-336,CUST-30,2024-06-22 08:50:27.027027028,West,PROD-94,380.75,2,0.32,21.22,0.72,-19.55,Delivered,37,Consumer,High,Office Supplies,Binders
ORDER-337,CUST-67,2024-06-22 21:15:40.540540542,South,PROD-74,136.76,4,0.1,35.21,9.55,83.34,Shipped,46,Consumer,Medium,Furniture,Chairs
ORDER-338,CUST-46,2024-06-23 09:40:54.054054054,North,PROD-41,104.64,6,0.21,17.18,9.82,6.86,Delivered,68,Corporate,Low,Furniture,Tables
ORDER-339,CUST-149,2024-06-23 22:06:07.567567568,East,PROD-74,51.21,7,0.38,8.66,22.38,67.16,Shipped,50,Consumer,Low,Furniture,Tables
ORDER-340,CUST-68,2024-06-24 10:31:21.081081082,East,PROD-77,169.95,5,0.05,49.67,7.48,67.35,Shipped,63,Home Office,Low,Technology,Accessories
ORDER-341,CUST-10,2024-06-24 22:56:34.594594596,North,PROD-99,284.32,9,0.14,12.03,5.37,39.15,Delivered,52,Corporate,Low,Technology,Phones
ORDER-342,CUST-28,2024-06-25 11:21:48.108108108,East,PROD-87,66.76,3,0.14,49.48,4.77,117.22,Pending,38,Corporate,Medium,Furniture,Tables
ORDER-343,CUST-153,2024-06-25 23:47:01.621621622,South,PROD-42,194.58,1,0.22,48.98,22.2,2.99,Shipped,22,Consumer,Low,Office Supplies,Paper
ORDER-344,CUST-112,2024-06-26 12:12:15.135135136,West,PROD-31,14.45,4,0.49,40.72,42.49,39.73,Delivered,59,Consumer,High,Office Supplies,Binders
ORDER-345,CUST-89,2024-06-27 00:37:28.648648650,North,PROD-39,411.15,9,0.03,34.67,5.25,57.54,Shipped,48,Home Office,Medium,Office Supplies,Pens
ORDER-346,CUST-187,2024-06-27 13:02:42.162162162,East,PROD-19,72.94,4,0.26,31.0,40.1,82.72,Cancelled,57,Home Office,High,Furniture,Bookcases
ORDER-347,CUST-81,2024-06-28 01:27:55.675675676,North,PROD-85,148.84,2,0.09,43.97,22.93,106.79,Cancelled,38,Home Office,Low,Furniture,Tables
ORDER-348,CUST-112,2024-06-28 13:53:09.189189190,South,PROD-67,19.03,5,0.49,18.02,4.28,28.96,Shipped,59,Consumer,High,Technology,Accessories
ORDER-349,CUST-156,2024-06-29 02:18:22.702702704,East,PROD-29,221.8,3,0.06,26.05,4.21,79.21,Pending,23,Consumer,Medium,Technology,Copiers
ORDER-350,CUST-131,2024-06-29 14:43:36.216216216,East,PROD-53,421.66,9,0.2,32.87,5.92,-19.88,Delivered,32,Consumer,High,Technology,Accessories
ORDER-351,CUST-30,2024-06-30 03:08:49.729729730,East,PROD-39,202.15,4,0.37,23.5,22.02,136.53,Delivered,37,Consumer,High,Office Supplies,Binders
ORDER-352,CUST-99,2024-06-30 15:34:03.243243244,East,PROD-36,97.95,6,0.35,24.24,23.01,26.61,Shipped,19,Consumer,Medium,Furniture,Chairs
ORDER-353,CUST-148,2024-07-01 03:59:16.756756758,North,PROD-8,379.31,2,0.21,19.86,3.03,95.9,Delivered,54,Corporate,Medium,Technology,Phones
ORDER-354,CUST-49,2024-07-01 16:24:30.270270272,South,PROD-72,396.52,6,0.17,30.39,13.64,-45.93,Pending,44,Corporate,Low,Office Supplies,Paper
ORDER-355,CUST-66,2024-07-02 04:49:43.783783784,South,PROD-76,95.14,3,0.2,43.28,13.68,-8.96,Delivered,47,Corporate,Low,Furniture,Bookcases
ORDER-356,CUST-12,2024-07-02 17:14:57.297297298,West,PROD-95,387.72,9,0.13,14.07,24.34,47.42,Shipped,42,Home Office,High,Office Supplies,Binders
ORDER-357,CUST-182,2024-07-03 05:40:10.810810812,North,PROD-23,474.18,2,0.1,47.05,5.17,125.65,Shipped,64,Consumer,Medium,Furniture,Bookcases
ORDER-358,CUST-112,2024-07-03 18:05:24.324324326,South,PROD-81,91.53,9,0.24,36.01,38.3,55.45,Shipped,59,Consumer,High,Furniture,Bookcases
ORDER-359,CUST-1,2024-07-04 06:30:37.837837838,North,PROD-87,387.78,5,0.13,42.05,5.06,135.97,Cancelled,41,Consumer,High,Office Supplies,Binders
ORDER-360,CUST-134,2024-07-04 18:55:51.351351352,North,PROD-55,357.2,8,0.14,30.03,1.73,46.76,Delivered,19,Consumer,Medium,Furniture,Bookcases
ORDER-361,CUST-138,2024-07-05 07:21:04.864864866,South,PROD-72,242.05,2,0.33,40.08,18.57,48.09,Delivered,68,Corporate,Medium,Furniture,Bookcases
ORDER-362,CUST-176,2024-07-05 19:46:18.378378380,West,PROD-64,38.38,6,0.48,5.73,16.56,-26.05,Shipped,43,Consumer,High,Furniture,Tables
ORDER-363,CUST-185,2024-07-06 08:11:31.891891892,West,PROD-7,46.6,3,0.3,41.83,10.56,110.53,Shipped,65,Consumer,Medium,Office Supplies,Paper
ORDER-364,CUST-190,2024-07-06 20:36:45.405405406,West,PROD-45,427.68,5,0.04,6.81,6.93,-0.61,Shipped,33,Consumer,High,Technology,Copiers
ORDER-365,CUST-189,2024-07-07 09:01:58.918918920,East,PROD-83,495.17,8,0.04,45.05,23.72,129.92,Delivered,18,Corporate,Medium,Technology,Phones
ORDER-366,CUST-172,2024-07-07 21:27:12.432432434,South,PROD-86,341.27,1,0.48,49.64,14.49,132.16,Delivered,36,Consumer,Low,Office Supplies,Paper
ORDER-367,CUST-51,2024-07-08 09:52:25.945945946,East,PROD-49,228.52,5,0.15,18.23,19.38,138.66,Delivered,38,Home Office,Low,Technology,Copiers
ORDER-368,CUST-94,2024-07-08 22:17:39.459459460,East,PROD-68,327.31,3,0.05,14.46,15.99,54.05,Shipped,67,Corporate,Low,Office Supplies,Pens
ORDER-369,CUST-111,2024-07-09 10:42:52.972972974,East,PROD-41,301.25,4,0.3,39.44,12.61,85.42,Cancelled,46,Consumer,Low,Furniture,Chairs
ORDER-370,CUST-18,2024-07-09 23:08:06.486486488,North,PROD-90,197.97,2,0.31,16.39,9.53,105.7,Shipped,35,Corporate,Medium,Furniture,Chairs
ORDER-371,CUST-171,2024-07-10 11:33:20.000000000,North,PROD-54,42.16,9,0.32,43.95,9.35,-23.8,Cancelled,34,Corporate,Medium,Furniture,Chairs
ORDER-372,CUST-85,2024-07-10 23:58:33.513513514,South,PROD-53,412.54,3,0.13,9.63,1.46,70.19,Pending,20,Consumer,Medium,Technology,Accessories
ORDER-373,CUST-160,2024-07-11 12:23:47.027027028,South,PROD-20,192.2,2,0.01,10.67,11.79,-43.14,Delivered,47,Corporate,Medium,Furniture,Tables
ORDER-374,CUST-81,2024-07-12 00:49:00.540540542,North,PROD-39,411.2,9,0.48,49.06,5.84,49.51,Shipped,38,Home Office,Low,Technology,Copiers
ORDER-375,CUST-170,2024-07-12 13:14:14.054054054,North,PROD-49,133.73,7,0.13,35.32,5.74,-19.03,Delivered,36,Corporate,Medium,Office Supplies,Binders
ORDER-376,CUST-32,2024-07-13 01:39:27.567567568,East,PROD-24,10.5,6,0.34,43.11,0.15,-13.42,Delivered,24,Consumer,Medium,Furniture,Chairs
ORDER-377,CUST-185,2024-07-13 14:04:41.081081082,West,PROD-97,87.88,1,0.35,19.59,26.27,23.01,Delivered,65,Consumer,Medium,Furniture,Tables
ORDER-378,CUST-77,2024-07-14 02:29:54.594594596,West,PROD-69,239.58,5,0.31,35.44,11.81,36.49,Delivered,48,Corporate,High,Office Supplies,Binders
ORDER-379,CUST-130,2024-07-14 14:55:08.108108108,West,PROD-61,472.71,3,0.16,31.74,4.5,74.63,Delivered,40,Corporate,High,Office Supplies,Paper
ORDER-380,CUST-80,2024-07-15 03:20:21.621621622,West,PROD-31,60.07,1,0.14,32.14,2.01,-35.11,Delivered,69,Consumer,High,Office Supplies,Pens
ORDER-381,CUST-171,2024-07-15 15:45:35.135135136,West,PROD-29,428.56,4,0.3,35.71,15.61,50.74,Delivered,34,Corporate,Medium,Furniture,Chairs
ORDER-382,CUST-105,2024-07-16 04:10:48.648648650,East,PROD-39,268.24,2,0.43,30.89,1.41,-13.47,Shipped,57,Home Office,Medium,Office Supplies,Pens
ORDER-383,CUST-84,2024-07-16 16:36:02.162162162,South,PROD-91,414.7,2,0.47,24.31,10.34,64.8,Delivered,50,Consumer,Low,Furniture,Tables
ORDER-384,CUST-104,2024-07-17 05:01:15.675675676,North,PROD-19,156.2,3,0.05,17.42,6.54,77.48,Delivered,34,Corporate,Medium,Office Supplies,Pens
ORDER-385,CUST-179,2024-07-17 17:26:29.189189190,East,PROD-60,421.57,8,0.08,39.59,13.55,61.34,Shipped,29,Home Office,Medium,Technology,Accessories
ORDER-386,CUST-76,2024-07-18 05:51:42.702702704,West,PROD-8,388.68,8,0.47,15.18,7.93,97.66,Delivered,63,Corporate,Low,Office Supplies,Pens
ORDER-387,CUST-142,2024-07-18 18:16:56.216216218,North,PROD-72,122.73,7,0.37,36.16,1.72,17.12,Shipped,66,Consumer,Low,Technology,Phones
ORDER-388,CUST-33,2024-07-19 06:42:09.729729730,East,PROD-53,74.35,6,0.44,15.5,5.13,103.02,Shipped,20,Consumer,Low,Technology,Copiers
ORDER-389,CUST-50,2024-07-19 19:07:23.243243244,West,PROD-54,435.35,9,0.1,33.14,16.32,36.55,Shipped,51,Consumer,Low,Furniture,Tables
ORDER-390,CUST-108,2024-07-20 07:32:36.756756758,East,PROD-72,481.99,4,0.29,38.62,3.27,46.84,Shipped,60,Corporate,Low,Furniture,Bookcases
ORDER-391,CUST-171,2024-07-20 19:57:50.270270272,North,PROD-68,25.34,1,0.35,14.84,2.52,79.62,Delivered,34,Corporate,Medium,Technology,Copiers
ORDER-392,CUST-98,2024-07-21 08:23:03.783783784,South,PROD-18,368.32,8,0.34,7.7,11.83,-46.33,Delivered,40,Consumer,Low,Office Supplies,Binders
ORDER-393,CUST-174,2024-07-21 20:48:17.297297298,West,PROD-50,455.67,7,0.2,10.89,29.38,80.8,Cancelled,43,Consumer,Medium,Office Supplies,Binders
ORDER-394,CUST-192,2024-07-22 09:13:30.810810812,North,PROD-32,430.11,7,0.01,32.27,0.69,73.72,Delivered,22,Home Office,High,Office Supplies,Binders
ORDER-395,CUST-45,2024-07-22 21:38:44.324324326,North,PROD-33,482.62,3,0.29,43.23,20.62,11.97,Pending,62,Consumer,High,Furniture,Tables
ORDER-396,CUST-158,2024-07-23 10:03:57.837837838,South,PROD-27,382.45,4,0.13,7.02,0.24,-32.84,Delivered,49,Corporate,Medium,Furniture,Bookcases
ORDER-397,CUST-146,2024-07-23 22:29:11.351351352,East,PROD-43,226.73,9,0.23,38.04,0.78,-31.81,Delivered,32,Consumer,Medium,Office Supplies,Paper
ORDER-398,CUST-78,2024-07-24 10:54:24.864864866,South,PROD-83,162.86,6,0.48,20.36,2.06,134.64,Delivered,52,Consumer,Medium,Furniture,Tables
ORDER-399,CUST-104,2024-07-24 23:19:38.378378380,South,PROD-11,167.16,5,0.2,26.53,14.68,87.86,Delivered,34,Corporate,Medium,Technology,Phones
ORDER-400,CUST-141,2024-07-25 11:44:51.891891892,East,PROD-58,364.97,3,0.42,46.8,3.38,-24.58,Cancelled,39,Home Office,High,Furniture,Chairs
ORDER-401,CUST-1,2024-07-26 00:10:05.405405406,East,PROD-48,375.46,9,0.09,19.94,0.5,21.34,Delivered,41,Consumer,High,Furniture,Tables
ORDER-402,CUST-78,2024-07-26 12:35:18.918918920,East,PROD-12,108.18,5,0.34,25.94,16.36,68.5,Cancelled,52,Consumer,Medium,Furniture,Bookcases
ORDER-403,CUST-74,2024-07-27 01:00:32.432432434,North,PROD-69,435.38,5,0.49,5.62,3.01,117.11,Pending,46,Home Office,Low,Furniture,Chairs
ORDER-404,CUST-54,2024-07-27 13:25:45.945945948,North,PROD-93,360.31,4,0.05,8.67,11.22,-41.27,Shipped,45,Home Office,Medium,Furniture,Chairs
ORDER-405,CUST-111,2024-07-28 01:50:59.459459460,West,PROD-25,285.75,4,0.0,16.64,4.52,-2.67,Delivered,46,Consumer,Low,Technology,Copiers
ORDER-406,CUST-149,2024-07-28 14:16:12.972972972,West,PROD-7,241.05,1,0.22,6.25,1.75,127.95,Delivered,50,Consumer,Low,Furniture,Tables
ORDER-407,CUST-156,2024-07-29 02:41:26.486486488,South,PROD-35,276.18,7,0.05,33.41,8.21,-48.17,Delivered,23,Consumer,Medium,Office Supplies,Pens
ORDER-408,CUST-168,2024-07-29 15:06:40.000000000,South,PROD-49,88.03,9,0.37,24.19,21.03,-9.72,Cancelled,59,Consumer,Low,Furniture,Bookcases
ORDER-409,CUST-83,2024-07-30 03:31:53.513513516,West,PROD-87,109.81,3,0.46,29.67,9.5,141.8,Shipped,40,Consumer,Medium,Furniture,Bookcases
ORDER-410,CUST-120,2024-07-30 15:57:07.027027028,South,PROD-78,54.67,2,0.22,12.86,15.09,72.68,Pending,53,Corporate,Medium,Technology,Phones
ORDER-411,CUST-114,2024-07-31 04:22:20.540540540,East,PROD-78,85.29,3,0.13,18.32,2.27,2.33,Delivered,52,Home Office,Low,Furniture,Bookcases
ORDER-412,CUST-114,2024-07-31 16:47:34.054054056,North,PROD-6,232.31,1,0.22,34.87,1.04,-36.6,Delivered,52,Home Office,Low,Technology,Accessories
ORDER-413,CUST-173,2024-08-01 05:12:47.567567568,West,PROD-10,269.87,6,0.36,48.44,9.23,-44.36,Shipped,45,Corporate,Medium,Technology,Accessories
ORDER-414,CUST-55,2024-08-01 17:38:01.081081080,North,PROD-25,18.75,7,0.0,7.27,0.5,-1.05,Delivered,64,Corporate,Medium,Furniture,Tables
ORDER-415,CUST-131,2024-08-02 06:03:14.594594596,West,PROD-98,400.43,2,0.29,45.07,8.13,126.3,Delivered,32,Consumer,High,Furniture,Tables
ORDER-416,CUST-122,2024-08-02 18:28:28.108108108,North,PROD-76,154.14,8,0.31,30.96,45.65,33.18,Delivered,37,Home Office,High,Technology,Accessories
ORDER-417,CUST-189,2024-08-03 06:53:41.621621624,West,PROD-93,456.8,6,0.32,30.38,47.39,94.07,Delivered,18,Corporate,Medium,Furniture,Bookcases
ORDER-418,CUST-44,2024-08-03 19:18:55.135135136,North,PROD-86,484.08,4,0.12,27.51,16.81,133.66,Shipped,55,Home Office,High,Furniture,Chairs
ORDER-419,CUST-169,2024-08-04 07:44:08.648648648,East,PROD-72,100.87,5,0.36,8.12,27.78,31.61,Cancelled,47,Consumer,High,Furniture,Tables
ORDER-420,CUST-22,2024-08-04 20:09:22.162162164,West,PROD-28,236.43,8,0.05,9.04,19.41,-11.74,Delivered,58,Consumer,Low,Furniture,Bookcases
ORDER-421,CUST-73,2024-08-05 08:34:35.675675676,West,PROD-62,10.6,3,0.1,32.04,4.05,53.42,Delivered,41,Consumer,Medium,Technology,Accessories
ORDER-422,CUST-132,2024-08-05 20:59:49.189189192,West,PROD-27,303.18,3,0.44,20.34,22.34,131.62,Shipped,45,Consumer,Medium,Technology,Accessories
ORDER-423,CUST-170,2024-08-06 09:25:02.702702704,East,PROD-43,307.58,4,0.37,46.28,15.17,110.87,Delivered,36,Corporate,Medium,Office Supplies,Binders
ORDER-424,CUST-163,2024-08-06 21:50:16.216216216,North,PROD-39,131.29,1,0.01,23.3,23.84,-36.83,Shipped,57,Corporate,Medium,Furniture,Tables
ORDER-425,CUST-159,2024-08-07 10:15:29.729729732,West,PROD-2,283.62,9,0.12,11.45,10.6,88.51,Shipped,69,Consumer,Medium,Furniture,Tables
ORDER-426,CUST-86,2024-08-07 22:40:43.243243244,North,PROD-28,120.51,8,0.11,37.16,9.57,64.38,Delivered,35,Consumer,Medium,Office Supplies,Pens
ORDER-427,CUST-24,2024-08-08 11:05:56.756756756,East,PROD-25,88.8,8,0.14,18.2,1.13,131.49,Shipped,50,Consumer,Medium,Office Supplies,Binders
ORDER-428,CUST-193,2024-08-08 23:31:10.270270272,South,PROD-95,329.24,6,0.12,28.65,6.07,-25.5,Delivered,39,Home Office,Low,Office Supplies,Pens
ORDER-429,CUST-61,2024-08-09 11:56:23.783783784,West,PROD-16,169.7,7,0.03,36.4,0.07,56.81,Shipped,52,Consumer,Medium,Furniture,Tables
ORDER-430,CUST-173,2024-08-10 00:21:37.297297300,East,PROD-96,299.23,6,0.23,45.51,24.27,125.89,Delivered,45,Corporate,Medium,Office Supplies,Binders
ORDER-431,CUST-80,2024-08-10 12:46:50.810810812,North,PROD-97,222.29,9,0.37,40.65,36.8,32.0,Shipped,69,Consumer,High,Furniture,Tables
ORDER-432,CUST-58,2024-08-11 01:12:04.324324324,West,PROD-62,492.33,3,0.3,35.44,24.14,46.4,Pending,65,Consumer,Low,Furniture,Tables
ORDER-433,CUST-51,2024-08-11 13:37:17.837837840,North,PROD-32,83.29,3,0.34,35.58,14.19,-35.91,Shipped,38,Home Office,Low,Office Supplies,Pens
ORDER-434,CUST-38,2024-08-12 02:02:31.351351352,South,PROD-90,237.65,3,0.04,47.57,3.92,5.63,Cancelled,68,Consumer,Medium,Furniture,Bookcases
ORDER-435,CUST-7,2024-08-12 14:27:44.864864864,West,PROD-78,343.42,3,0.48,18.31,2.89,14.9,Delivered,55,Consumer,High,Office Supplies,Binders
ORDER-436,CUST-12,2024-08-13 02:52:58.378378380,West,PROD-91,203.82,9,0.42,5.05,12.74,139.02,Shipped,42,Home Office,High,Furniture,Tables
ORDER-437,CUST-63,2024-08-13 15:18:11.891891892,North,PROD-27,487.6,4,0.4,17.24,10.86,6.53,Delivered,34,Home Office,Medium,Furniture,Tables
ORDER-438,CUST-122,2024-08-14 03:43:25.405405408,West,PROD-51,363.72,7,0.41,14.81,19.59,42.17,Delivered,37,Home Office,High,Furniture,Chairs
ORDER-439,CUST-157,2024-08-14 16:08:38.918918920,East,PROD-31,331.92,9,0.47,34.78,2.73,84.26,Cancelled,62,Corporate,Medium,Office Supplies,Pens
ORDER-440,CUST-197,2024-08-15 04:33:52.432432432,East,PROD-71,380.96,7,0.27,33.52,0.08,-17.56,Shipped,43,Corporate,Low,Technology,Accessories
ORDER-441,CUST-19,2024-08-15 16:59:05.945945948,South,PROD-42,476.8,9,0.1,31.71,1.82,47.29,Delivered,19,Consumer,Medium,Technology,Phones
ORDER-442,CUST-117,2024-08-16 05:24:19.459459460,East,PROD-100,454.83,3,0.31,5.73,2.27,97.71,Pending,41,Home Office,Medium,Office Supplies,Pens
ORDER-443,CUST-107,2024-08-16 17:49:32.972972972,South,PROD-37,364.9,4,0.37,37.8,12.74,123.37,Shipped,26,Consumer,Low,Office Supplies,Binders
ORDER-444,CUST-162,2024-08-17 06:14:46.486486488,North,PROD-49,377.09,8,0.37,19.56,3.72,75.25,Cancelled,52,Corporate,Medium,Furniture,Chairs
ORDER-445,CUST-148,2024-08-17 18:40:00.000000000,North,PROD-60,81.5,6,0.26,34.93,22.02,83.81,Delivered,54,Corporate,Medium,Office Supplies,Paper
ORDER-446,CUST-50,2024-08-18 07:05:13.513513516,South,PROD-69,60.37,5,0.03,30.05,37.57,-24.74,Shipped,51,Consumer,Low,Office Supplies,Binders
ORDER-447,CUST-184,2024-08-18 19:30:27.027027028,East,PROD-84,289.74,4,0.19,20.42,13.73,139.16,Shipped,49,Home Office,Low,Office Supplies,Binders
ORDER-448,CUST-179,2024-08-19 07:55:40.540540540,East,PROD-46,19.0,8,0.46,11.06,2.36,-23.49,Delivered,29,Home Office,Medium,Office Supplies,Pens
ORDER-449,CUST-99,2024-08-19 20:20:54.054054056,South,PROD-40,246.35,1,0.29,9.25,3.67,104.93,Delivered,19,Consumer,Medium,Technology,Phones
ORDER-450,CUST-127,2024-08-20 08:46:07.567567568,South,PROD-34,113.07,9,0.27,42.42,33.66,2.96,Shipped,31,Home Office,Medium,Technology,Accessories
ORDER-451,CUST-103,2024-08-20 21:11:21.081081084,North,PROD-47,179.55,1,0.13,46.33,16.0,136.72,Cancelled,43,Consumer,Medium,Technology,Phones
ORDER-452,CUST-63,2024-08-21 09:36:34.594594596,South,PROD-66,390.14,8,0.18,34.24,8.13,93.99,Pending,34,Home Office,Medium,Technology,Accessories
ORDER-453,CUST-38,2024-08-21 22:01:48.108108108,East,PROD-64,471.21,4,0.45,9.65,16.93,100.76,Shipped,68,Consumer,Medium,Furniture,Chairs
ORDER-454,CUST-168,2024-08-22 10:27:01.621621624,South,PROD-60,45.48,9,0.33,23.09,22.37,-6.19,Cancelled,59,Consumer,Low,Furniture,Chairs
ORDER-455,CUST-177,2024-08-22 22:52:15.135135136,South,PROD-13,271.78,5,0.39,37.8,19.72,38.61,Shipped,40,Corporate,Low,Office Supplies,Pens
ORDER-456,CUST-2,2024-08-23 11:17:28.648648648,South,PROD-93,442.44,3,0.23,40.09,6.22,73.56,Shipped,69,Home Office,High,Furniture,Bookcases
ORDER-457,CUST-193,2024-08-23 23:42:42.162162164,North,PROD-61,50.43,9,0.32,10.32,9.11,103.99,Delivered,39,Home Office,Low,Office Supplies,Binders
ORDER-458,CUST-198,2024-08-24 12:07:55.675675676,South,PROD-98,414.01,9,0.12,5.0,5.54,-29.21,Delivered,33,Home Office,Low,Technology,Phones
ORDER-459,CUST-28,2024-08-25 00:33:09.189189192,West,PROD-41,185.32,4,0.35,37.05,3.15,142.47,Shipped,38,Corporate,Medium,Furniture,Bookcases
ORDER-460,CUST-200,2024-08-25 12:58:22.702702704,West,PROD-27,167.83,4,0.21,21.05,3.1,128.04,Cancelled,54,Corporate,Medium,Furniture,Bookcases
ORDER-461,CUST-109,2024-08-26 01:23:36.216216216,West,PROD-48,488.96,8,0.22,16.45,6.89,4.07,Delivered,65,Consumer,Low,Furniture,Tables
ORDER-462,CUST-57,2024-08-26 13:48:49.729729732,East,PROD-41,108.42,2,0.32,5.58,0.78,114.55,Shipped,22,Consumer,High,Technology,Phones
ORDER-463,CUST-46,2024-08-27 02:14:03.243243244,East,PROD-53,349.67,9,0.47,29.31,6.89,53.66,Delivered,68,Corporate,Low,Office Supplies,Binders
ORDER-464,CUST-179,2024-08-27 14:39:16.756756756,South,PROD-6,412.51,6,0.03,43.3,27.57,42.36,Shipped,29,Home Office,Medium,Office Supplies,Pens
ORDER-465,CUST-133,2024-08-28 03:04:30.270270272,West,PROD-73,30.18,9,0.41,48.09,3.64,12.89,Delivered,51,Consumer,High,Furniture,Chairs
ORDER-466,CUST-119,2024-08-28 15:29:43.783783784,North,PROD-29,338.49,8,0.15,30.46,9.48,66.19,Delivered,24,Home Office,High,Furniture,Tables
ORDER-467,CUST-13,2024-08-29 03:54:57.297297300,West,PROD-95,476.26,7,0.22,28.15,5.29,95.98,Cancelled,52,Home Office,High,Furniture,Chairs
ORDER-468,CUST-143,2024-08-29 16:20:10.810810812,West,PROD-19,70.87,1,0.01,8.83,0.64,32.19,Shipped,69,Consumer,Medium,Furniture,Chairs
ORDER-469,CUST-64,2024-08-30 04:45:24.324324324,East,PROD-3,449.15,3,0.15,29.7,4.31,75.84,Delivered,61,Consumer,Medium,Office Supplies,Paper
ORDER-470,CUST-32,2024-08-30 17:10:37.837837840,East,PROD-34,301.44,2,0.25,22.1,9.02,89.86,Delivered,24,Consumer,Medium,Office Supplies,Binders
ORDER-471,CUST-117,2024-08-31 05:35:51.351351352,North,PROD-71,312.14,5,0.03,32.32,1.99,92.22,Shipped,41,Home Office,Medium,Furniture,Bookcases
ORDER-472,CUST-35,2024-08-31 18:01:04.864864864,East,PROD-75,310.34,5,0.25,22.49,24.58,-39.61,Shipped,50,Home Office,Medium,Furniture,Chairs
ORDER-473,CUST-119,2024-09-01 06:26:18.378378380,North,PROD-75,156.43,5,0.46,15.81,4.38,121.95,Pending,24,Home Office,High,Furniture,Chairs
ORDER-474,CUST-171,2024-09-01 18:51:31.891891892,East,PROD-93,468.25,4,0.05,9.27,6.43,41.65,Delivered,34,Corporate,Medium,Technology,Phones
ORDER-475,CUST-136,2024-09-02 07:16:45.405405408,West,PROD-54,474.2,5,0.38,19.17,0.76,2.48,Delivered,40,Consumer,Medium,Office Supplies,Binders
ORDER-476,CUST-144,2024-09-02 19:41:58.918918920,West,PROD-38,316.4,3,0.2,9.35,6.13,-1.65,Shipped,59,Consumer,Medium,Furniture,Bookcases
ORDER-477,CUST-153,2024-09-03 08:07:12.432432432,North,PROD-20,393.88,1,0.33,12.96,1.53,46.6,Delivered,22,Consumer,Low,Furniture,Bookcases
ORDER-478,CUST-82,2024-09-03 20:32:25.945945948,North,PROD-26,310.01,5,0.13,49.43,17.9,127.37,Delivered,49,Corporate,High,Office Supplies,Pens
ORDER-479,CUST-194,2024-09-04 08:57:39.459459460,East,PROD-43,247.36,9,0.08,24.98,0.08,25.67,Delivered,46,Corporate,Medium,Furniture,Tables
ORDER-480,CUST-114,2024-09-04 21:22:52.972972972,East,PROD-30,333.8,9,0.08,28.93,1.45,99.95,Shipped,52,Home Office,Low,Furniture,Bookcases
ORDER-481,CUST-157,2024-09-05 09:48:06.486486488,North,PROD-49,280.97,4,0.04,44.31,11.63,-30.64,Delivered,62,Corporate,Medium,Office Supplies,Binders
ORDER-482,CUST-185,2024-09-05 22:13:20.000000000,North,PROD-73,302.76,3,0.09,49.8,21.91,45.21,Shipped,65,Consumer,Medium,Furniture,Bookcases
ORDER-483,CUST-130,2024-09-06 10:38:33.513513516,West,PROD-32,394.08,1,0.33,31.22,25.25,148.34,Shipped,40,Corporate,High,Furniture,Tables
ORDER-484,CUST-110,2024-09-06 23:03:47.027027028,West,PROD-64,245.64,2,0.44,41.56,0.81,104.09,Delivered,56,Consumer,Low,Office Supplies,Binders
ORDER-485,CUST-141,2024-09-07 11:29:00.540540540,North,PROD-71,29.97,8,0.41,19.71,5.75,-7.89,Pending,39,Home Office,High,Furniture,Chairs
ORDER-486,CUST-115,2024-09-07 23:54:14.054054056,West,PROD-84,90.36,1,0.34,18.76,15.18,50.29,Pending,67,Corporate,Low,Furniture,Tables
ORDER-487,CUST-41,2024-09-08 12:19:27.567567568,South,PROD-88,224.92,8,0.06,23.12,11.67,-3.28,Pending,63,Consumer,Medium,Office Supplies,Paper
